EmployeeNumber,Department,JobRole,Gender,JobLevel,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsSinceLastPromotion,Attrition,risk_score,risk_band
2049,Research & Development,Healthcare Representative,Male,2,5689,Yes,3,4,0,No,0.49121729780005935,Moyen
2051,Research & Development,Research Scientist,Female,1,2001,No,3,3,0,No,0.008106033128439044,Faible
2052,Research & Development,Research Scientist,Female,1,2977,No,4,3,1,No,0.06705397145972596,Faible
2053,Research & Development,Laboratory Technician,Male,2,4025,Yes,2,3,0,No,0.8114847170779743,Élevé
2054,Research & Development,Research Scientist,Female,1,3785,No,1,1,0,No,0.3707290507889286,Moyen
2055,Sales,Sales Executive,Male,3,10854,Yes,1,3,2,Yes,0.9013002941538452,Élevé
2056,Sales,Sales Executive,Female,4,12031,No,4,2,9,No,0.4357913438095972,Moyen
2057,Research & Development,Manufacturing Director,Male,2,9936,No,1,3,1,No,0.09033106173874045,Faible
2060,Sales,Sales Representative,Female,1,2966,No,3,3,0,No,0.22445464348844912,Faible
2061,Research & Development,Laboratory Technician,Male,2,2571,No,4,3,0,No,0.2570794555109101,Faible
2062,Research & Development,Healthcare Representative,Male,3,9991,No,1,3,1,No,0.09409293835621993,Faible
2064,Research & Development,Manufacturing Director,Male,2,6142,Yes,2,3,0,No,0.6713549582182731,Élevé
2065,Sales,Sales Executive,Male,2,5390,No,2,2,0,No,0.07390980125670113,Faible
2068,Research & Development,Laboratory Technician,Male,2,4404,No,3,4,1,No,0.4650034468716706,Moyen
